"cell.type","nt1","soma.loc","wa.lin","wa.des","expression","gene"
"SIA","Acetylcholine (ACh)","Head","AB plpapaapa","Receive a few synapses in the ring, have posteriorly directed processes that run sublaterally",91.66,"tbb-1"
"SIA","Acetylcholine (ACh)","Head","AB plpapaapa","Receive a few synapses in the ring, have posteriorly directed processes that run sublaterally",890.75,"tbb-2"
"SIB","Acetylcholine (ACh)","Head","AB plppaaaaa","Similar to SIA",114.632,"avr-14"
"SIB","Acetylcholine (ACh)","Head","AB plppaaaaa","Similar to SIA",42.68,"unc-7"
"SIB","Acetylcholine (ACh)","Head","AB plppaaaaa","Similar to SIA",40.801,"unc-9"
"SIB","Acetylcholine (ACh)","Head","AB plppaaaaa","Similar to SIA",287.367,"ben-1"
"SIB","Acetylcholine (ACh)","Head","AB plppaaaaa","Similar to SIA",99.229,"tbb-1"
"SIB","Acetylcholine (ACh)","Head","AB plppaaaaa","Similar to SIA",1291.976,"tbb-2"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",82.273,"avr-14"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",17.89,"glc-4"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",25.237,"unc-7"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",41.501,"unc-9"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",271.521,"ben-1"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",117.49,"tbb-1"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",1116.961,"tbb-2"
"SMB","Acetylcholine (ACh)","Head","AB alpapapapp","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",104.754,"mec-7"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",247.512,"avr-14"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",175.937,"glc-3"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",111.979,"glc-4"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",103.661,"unc-7"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",236.031,"unc-9"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",217.541,"ben-1"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",138.363,"tbb-1"
"SMD","Acetylcholine (ACh)","Head","AB plpapaaaa","Ring motor neuron/interneuron, has a posteriorly direct ed process that runs sublaterally",646.526,"tbb-2"
"URA","Acetylcholine (ACh)","Head","AB plaaaaaaa","Ring motor neuron",164.286,"avr-14"
"URA","Acetylcholine (ACh)","Head","AB plaaaaaaa","Ring motor neuron",51.494,"avr-15"
"URA","Acetylcholine (ACh)","Head","AB plaaaaaaa","Ring motor neuron",171.706,"unc-7"
"URA","Acetylcholine (ACh)","Head","AB plaaaaaaa","Ring motor neuron",121.145,"unc-9"
"URA","Acetylcholine (ACh)","Head","AB plaaaaaaa","Ring motor neuron",149.842,"ben-1"
"URA","Acetylcholine (ACh)","Head","AB plaaaaaaa","Ring motor neuron",141.374,"tbb-1"
"URA","Acetylcholine (ACh)","Head","AB plaaaaaaa","Ring motor neuron",417.626,"tbb-2"
"URB","Acetylcholine (ACh)","Head","AB plaapaapa","Neuron, presynaptic in ring, ending in head",2.416,"glc-2"
"URB","Acetylcholine (ACh)","Head","AB plaapaapa","Neuron, presynaptic in ring, ending in head",30.621,"glc-4"
"URB","Acetylcholine (ACh)","Head","AB plaapaapa","Neuron, presynaptic in ring, ending in head",492.774,"unc-9"
"URB","Acetylcholine (ACh)","Head","AB plaapaapa","Neuron, presynaptic in ring, ending in head",302.355,"ben-1"
"URB","Acetylcholine (ACh)","Head","AB plaapaapa","Neuron, presynaptic in ring, ending in head",302.75,"tbb-1"
"URB","Acetylcholine (ACh)","Head","AB plaapaapa","Neuron, presynaptic in ring, ending in head",546.35,"tbb-2"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",54.468,"avr-14"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",46.312,"glc-4"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",163.469,"unc-7"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",76.708,"unc-9"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",166.692,"tbb-1"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",596.202,"tbb-2"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",118.887,"tbb-4"
"URX","Acetylcholine (ACh)","Head","AB plaaaaappp","Ring interneuron",50.918,"tbb-6"
"URY","Glutamate (Glu)","Head","AB alapapapp","Neuron, presynaptic in ring, ending in head",287.596,"avr-14"
"URY","Glutamate (Glu)","Head","AB alapapapp","Neuron, presynaptic in ring, ending in head",7.038,"glc-4"
"URY","Glutamate (Glu)","Head","AB alapapapp","Neuron, presynaptic in ring, ending in head",180.82,"unc-9"
"URY","Glutamate (Glu)","Head","AB alapapapp","Neuron, presynaptic in ring, ending in head",130.235,"ben-1"
"URY","Glutamate (Glu)","Head","AB alapapapp","Neuron, presynaptic in ring, ending in head",393.621,"tbb-1"
"URY","Glutamate (Glu)","Head","AB alapapapp","Neuron, presynaptic in ring, ending in head",983.69,"tbb-2"
"VA","Acetylcholine (ACh)","Head - RVG","W.pa","Ventral cord motor neuron, innervates vent. body muscles",69.169,"avr-14"
"VA","Acetylcholine (ACh)","Head - RVG","W.pa","Ventral cord motor neuron, innervates vent. body muscles",45.343,"unc-7"
"VA","Acetylcholine (ACh)","Head - RVG","W.pa","Ventral cord motor neuron, innervates vent. body muscles",243.99,"unc-9"
"VA","Acetylcholine (ACh)","Head - RVG","W.pa","Ventral cord motor neuron, innervates vent. body muscles",192.037,"ben-1"
"VA","Acetylcholine (ACh)","Head - RVG","W.pa","Ventral cord motor neuron, innervates vent. body muscles",161.928,"tbb-1"
"VA","Acetylcholine (ACh)","Head - RVG","W.pa","Ventral cord motor neuron, innervates vent. body muscles",1315.909,"tbb-2"
"VB","Acetylcholine (ACh)","Head - RVG","P1.aaap","Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring",82.817,"avr-14"
"VB","Acetylcholine (ACh)","Head - RVG","P1.aaap","Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring",22.935,"unc-7"
"VB","Acetylcholine (ACh)","Head - RVG","P1.aaap","Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring",240.263,"unc-9"
"VB","Acetylcholine (ACh)","Head - RVG","P1.aaap","Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring",289.743,"ben-1"
"VB","Acetylcholine (ACh)","Head - RVG","P1.aaap","Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring",206.526,"tbb-1"
"VB","Acetylcholine (ACh)","Head - RVG","P1.aaap","Ventral cord motor neuron, innervates vent. body muscles, also interneuron in ring",2362.609,"tbb-2"
"VC","Acetylcholine (ACh)","VNC","P3.aap","Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles",15.822,"avr-14"
"VC","Acetylcholine (ACh)","VNC","P3.aap","Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles",105.401,"glc-4"
"VC","Acetylcholine (ACh)","VNC","P3.aap","Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles",201.495,"unc-7"
"VC","Acetylcholine (ACh)","VNC","P3.aap","Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles",291.237,"unc-9"
"VC","Acetylcholine (ACh)","VNC","P3.aap","Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles",577.407,"ben-1"
"VC","Acetylcholine (ACh)","VNC","P3.aap","Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles",141.959,"tbb-1"
"VC","Acetylcholine (ACh)","VNC","P3.aap","Hermaphrodite specific ventral cord motor neuron innervates vulval muscles and ventral body muscles",1847.697,"tbb-2"
"ASEL","Glutamate (Glu)","","","",24.1,"avr-14"
"ASEL","Glutamate (Glu)","","","",47.925,"unc-9"
"ASEL","Glutamate (Glu)","","","",85.656,"tbb-1"
"ASEL","Glutamate (Glu)","","","",257.792,"tbb-2"
"ASEL","Glutamate (Glu)","","","",102.08,"tbb-4"
"ASER","Glutamate (Glu)","","","",130.055,"avr-14"
"ASER","Glutamate (Glu)","","","",31.744,"glc-4"
"ASER","Glutamate (Glu)","","","",58.888,"unc-9"
"ASER","Glutamate (Glu)","","","",182.95,"tbb-1"
"ASER","Glutamate (Glu)","","","",274.911,"tbb-2"
"ASER","Glutamate (Glu)","","","",255.635,"tbb-4"
"AWC_OFF","Glutamate (Glu)","","","",79.462,"glc-4"
"AWC_OFF","Glutamate (Glu)","","","",151.429,"tbb-1"
"AWC_OFF","Glutamate (Glu)","","","",651.26,"tbb-2"
"AWC_OFF","Glutamate (Glu)","","","",39.372,"tbb-4"
"DA9","Acetylcholine (ACh)","","","",26.343,"avr-14"
"DA9","Acetylcholine (ACh)","","","",92.625,"unc-7"
"DA9","Acetylcholine (ACh)","","","",452.555,"unc-9"
"DA9","Acetylcholine (ACh)","","","",246.796,"ben-1"
"DA9","Acetylcholine (ACh)","","","",229.24,"tbb-1"
"DA9","Acetylcholine (ACh)","","","",1194.601,"tbb-2"
"DB01","Acetylcholine (ACh)","","","",23.9,"avr-14"
"DB01","Acetylcholine (ACh)","","","",51.82,"unc-7"
"DB01","Acetylcholine (ACh)","","","",233.197,"unc-9"
"DB01","Acetylcholine (ACh)","","","",548.789,"ben-1"
"DB01","Acetylcholine (ACh)","","","",228.423,"tbb-1"
"DB01","Acetylcholine (ACh)","","","",3337.091,"tbb-2"
"IL2_DV","Acetylcholine (ACh)","","","",401.25,"avr-14"
"IL2_DV","Acetylcholine (ACh)","","","",190.062,"glc-4"
"IL2_DV","Acetylcholine (ACh)","","","",230.845,"unc-7"
"IL2_DV","Acetylcholine (ACh)","","","",101.318,"unc-9"
"IL2_DV","Acetylcholine (ACh)","","","",60.192,"ben-1"
"IL2_DV","Acetylcholine (ACh)","","","",270.563,"tbb-1"
"IL2_DV","Acetylcholine (ACh)","","","",976.606,"tbb-2"
"IL2_DV","Acetylcholine (ACh)","","","",487.32,"tbb-4"
"IL2_DV","Acetylcholine (ACh)","","","",86.983,"tbb-6"
"AWC_ON","Glutamate (Glu)","","","",28.049,"avr-14"
"AWC_ON","Glutamate (Glu)","","","",38.551,"glc-4"
"AWC_ON","Glutamate (Glu)","","","",101.466,"tbb-1"
"AWC_ON","Glutamate (Glu)","","","",467.178,"tbb-2"
"AWC_ON","Glutamate (Glu)","","","",58.419,"tbb-4"
"AWC_ON","Glutamate (Glu)","","","",6.63,"tbb-6"
"IL2_LR","Acetylcholine (ACh)","","","",301.808,"avr-14"
"IL2_LR","Acetylcholine (ACh)","","","",39.416,"glc-2"
"IL2_LR","Acetylcholine (ACh)","","","",249.436,"glc-3"
"IL2_LR","Acetylcholine (ACh)","","","",31.503,"glc-4"
"IL2_LR","Acetylcholine (ACh)","","","",200.221,"unc-7"
"IL2_LR","Acetylcholine (ACh)","","","",96.226,"unc-9"
"IL2_LR","Acetylcholine (ACh)","","","",56.196,"ben-1"
"IL2_LR","Acetylcholine (ACh)","","","",170.706,"tbb-1"
"IL2_LR","Acetylcholine (ACh)","","","",691.98,"tbb-2"
"IL2_LR","Acetylcholine (ACh)","","","",246.605,"tbb-4"
"IL2_LR","Acetylcholine (ACh)","","","",38.846,"tbb-6"
"RMD_DV","Acetylcholine (ACh)","","","",100.09,"avr-14"
"RMD_DV","Acetylcholine (ACh)","","","",17.661,"glc-3"
"RMD_DV","Acetylcholine (ACh)","","","",84.744,"glc-4"
"RMD_DV","Acetylcholine (ACh)","","","",90.387,"unc-7"
"RMD_DV","Acetylcholine (ACh)","","","",231.991,"unc-9"
"RMD_DV","Acetylcholine (ACh)","","","",98.492,"ben-1"
"RMD_DV","Acetylcholine (ACh)","","","",147.049,"tbb-1"
"RMD_DV","Acetylcholine (ACh)","","","",799.791,"tbb-2"
"RMD_LR","Acetylcholine (ACh)","","","",237.325,"avr-14"
"RMD_LR","Acetylcholine (ACh)","","","",310.423,"glc-3"
"RMD_LR","Acetylcholine (ACh)","","","",284.008,"glc-4"
"RMD_LR","Acetylcholine (ACh)","","","",63.588,"unc-7"
"RMD_LR","Acetylcholine (ACh)","","","",169.48,"unc-9"
"RMD_LR","Acetylcholine (ACh)","","","",27.765,"ben-1"
"RMD_LR","Acetylcholine (ACh)","","","",126.402,"tbb-1"
"RMD_LR","Acetylcholine (ACh)","","","",392.386,"tbb-2"
"RME_DV","GABA","","","",178.909,"avr-14"
"RME_DV","GABA","","","",1878.582,"avr-15"
"RME_DV","GABA","","","",370.099,"glc-4"
"RME_DV","GABA","","","",82.382,"unc-7"
"RME_DV","GABA","","","",161.345,"unc-9"
"RME_DV","GABA","","","",202.894,"ben-1"
"RME_DV","GABA","","","",97.645,"tbb-1"
"RME_DV","GABA","","","",454.615,"tbb-2"
"RME_LR","GABA","","","",372.785,"avr-14"
"RME_LR","GABA","","","",156.104,"avr-15"
"RME_LR","GABA","","","",184.924,"glc-4"
"RME_LR","GABA","","","",316.784,"unc-9"
"RME_LR","GABA","","","",590.36,"tbb-2"
"VA12","Acetylcholine (ACh)","","","",22.197,"avr-14"
"VA12","Acetylcholine (ACh)","","","",13.605,"unc-7"
"VA12","Acetylcholine (ACh)","","","",478.33,"unc-9"
"VA12","Acetylcholine (ACh)","","","",47.088,"ben-1"
"VA12","Acetylcholine (ACh)","","","",235.189,"tbb-1"
"VA12","Acetylcholine (ACh)","","","",1977.073,"tbb-2"
"VB01","Acetylcholine (ACh)","","","",45.199,"avr-14"
"VB01","Acetylcholine (ACh)","","","",222.852,"unc-9"
"VB01","Acetylcholine (ACh)","","","",51.939,"ben-1"
"VB01","Acetylcholine (ACh)","","","",303.135,"tbb-1"
"VB01","Acetylcholine (ACh)","","","",2322.187,"tbb-2"
"VB02","Acetylcholine (ACh)","","","",88.535,"avr-14"
"VB02","Acetylcholine (ACh)","","","",16.435,"unc-7"
"VB02","Acetylcholine (ACh)","","","",122.411,"unc-9"
"VB02","Acetylcholine (ACh)","","","",187.654,"ben-1"
"VB02","Acetylcholine (ACh)","","","",184.576,"tbb-1"
"VB02","Acetylcholine (ACh)","","","",2024.903,"tbb-2"
"VC_4_5","Acetylcholine (ACh)","","","",96.919,"unc-7"
"VC_4_5","Acetylcholine (ACh)","","","",570.762,"unc-9"
"VC_4_5","Acetylcholine (ACh)","","","",645.147,"ben-1"
"VC_4_5","Acetylcholine (ACh)","","","",153.728,"tbb-1"
"VC_4_5","Acetylcholine (ACh)","","","",1764.663,"tbb-2"
"VD_DD","GABA","","","",68.447,"avr-14"
"VD_DD","GABA","","","",42.252,"unc-7"
"VD_DD","GABA","","","",156.199,"unc-9"
"VD_DD","GABA","","","",215.012,"ben-1"
"VD_DD","GABA","","","",104.837,"tbb-1"
"VD_DD","GABA","","","",1764.541,"tbb-2"
